date,ndvi
2000-02-18,0.38419148235014755
2000-03-05,0.37862595512611447
2000-03-21,0.38161958091630127
2000-04-06,0.3617816088543373
2000-04-22,0.3772288280809954
2000-05-08,0.39528939991109785
2000-05-24,0.3929517522291679
2000-06-09,0.37112747428166015
2000-06-25,0.34916888560449283
2000-07-11,0.34902365257966517
2000-07-27,0.3362177112362883
2000-08-12,0.29821239160673507
2000-08-28,0.2944999140918921
2000-09-13,0.28025327805744743
2000-09-29,0.26692896317112813
2000-10-15,0.2572090691206061
2000-10-31,0.2603535566461682
2000-11-16,0.299300444352283
2000-12-02,0.3983379956207825
2000-12-18,0.4726788167712899
2001-01-01,0.49847568689054184
2001-01-17,0.46708757119126687
2001-02-02,0.47039789068286136
2001-02-18,0.48189433375765994
2001-03-06,0.5506310378474278
2001-03-22,0.5275579377052088
2001-04-07,0.5310096094765446
2001-04-23,0.52133116088403
2001-05-09,0.47646792525353954
2001-05-25,0.4445840051126582
2001-06-10,0.416879560139902
2001-06-26,0.3897998132558683
2001-07-12,0.37846500044340675
2001-07-28,0.3519177560397211
2001-08-13,0.3332394322512041
2001-08-29,0.31654825119001945
2001-09-14,0.2986649800384445
2001-09-30,0.2974903098025308
2001-10-16,0.32550083170544075
2001-11-01,0.33425664294187535
2001-11-17,0.3569091294047968
2001-12-03,0.3284026999881842
2001-12-19,0.47156676235572537
2002-01-01,0.4960897337391778
2002-01-17,0.4384532860786525
2002-02-02,0.52579764726746
2002-02-18,0.5636123637763577
2002-03-06,0.5449215552604398
2002-03-22,0.5025030557450979
2002-04-07,0.46514237072535825
2002-04-23,0.4481469677686676
2002-05-09,0.4245119285883481
2002-05-25,0.41666722733710954
2002-06-10,0.4049803799338219
2002-06-26,0.3858355872096462
2002-07-12,0.3768885786126311
2002-07-28,0.36129051138043167
2002-08-13,0.3357430177847492
2002-08-29,0.3191240196950816
2002-09-14,0.3262457779619375
2002-09-30,0.31700550412587597
2002-10-16,0.3003046405634967
2002-11-01,0.30515107075248427
2002-11-17,0.3194753378877944
2002-12-03,0.3709118375916728
2002-12-19,0.39708517379085956
2003-01-01,0.3871585258232649
2003-01-17,0.4077976741433408
2003-02-02,0.444820021375134
2003-02-18,0.42665921103366494
2003-03-06,0.5659221132253867
2003-03-22,0.5341374239290967
2003-04-07,0.549457096402285
2003-04-23,0.523370845178868
2003-05-09,0.4768854834891712
2003-05-25,0.4420449349881793
2003-06-10,0.42930040008298037
2003-06-26,0.4091122797666644
2003-07-12,0.39480622817918265
2003-07-28,0.36410276159782434
2003-08-13,0.3414079800646712
2003-08-29,0.32047139179071343
2003-09-14,0.31359207226920566
2003-09-30,0.2960896616930124
2003-10-16,0.2927720422785413
2003-11-01,0.2967549349112422
2003-11-17,0.3123471589227587
2003-12-03,0.39756461820547484
2003-12-19,0.4328232697886454
2004-01-01,0.4283571564009122
2004-01-17,0.40974086559824563
2004-02-02,0.40269882488752023
2004-02-18,0.4684830229395757
2004-03-05,0.4724589296826376
2004-03-21,0.43899090290112375
2004-04-06,0.4344281590478437
2004-04-22,0.43828540226132906
2004-05-08,0.422220692814707
2004-05-24,0.40935954383169576
2004-06-09,0.40293638409380306
2004-06-25,0.38474814508017285
2004-07-11,0.3710845816544209
2004-07-27,0.34583732419335844
2004-08-12,0.31996074254052004
2004-08-28,0.2998386779891718
2004-09-13,0.3017102377572738
2004-09-29,0.28585030138281514
2004-10-15,0.2937577527161084
2004-10-31,0.30789243475682154
2004-11-16,0.2995130161261742
2004-12-02,0.3133398272240479
2004-12-18,0.37358267644362814
2005-01-01,0.37005274406488536
2005-01-17,0.43205794839968065
2005-02-02,0.49296420013049363
2005-02-18,0.5310541584011854
2005-03-06,0.513650415988157
2005-03-22,0.5518357942232915
2005-04-07,0.5652114867062958
2005-04-23,0.5465865538261226
2005-05-09,0.5211772073861123
2005-05-25,0.4870354990807171
2005-06-10,0.4728917772511862
