commune,YearMonth,n_households,FCS,HDDS_24hr,HHS,rCSI1
2,2019-03,65,20.353846153846153,1.353846153846154,3.3384615384615386,12.830769230769231
2,2019-04,63,20.761904761904763,1.5396825396825398,2.126984126984127,10.333333333333334
2,2019-05,64,26.484375,1.953125,2.171875,11.640625
2,2019-06,62,27.29032258064516,2.2419354838709675,2.225806451612903,15.419354838709678
2,2019-07,62,26.14516129032258,2.032258064516129,1.9838709677419355,15.129032258064516
2,2019-10,66,22.272727272727273,1.5303030303030303,0.25757575757575757,8.06060606060606
2,2019-11,63,28.58730158730159,1.9523809523809523,0.9841269841269841,5.968253968253968
2,2019-12,62,24.403225806451612,1.7903225806451613,0.5483870967741935,4.564516129032258
2,2020-01,65,22.873015873015873,1.492063492063492,1.676923076923077,10.815384615384616
2,2020-02,66,25.984848484848484,2.4393939393939394,1.7575757575757576,12.303030303030303
2,2020-03,66,31.045454545454547,3.1515151515151514,1.6363636363636365,10.530303030303031
2,2020-04,62,28.983870967741936,2.338709677419355,1.3548387096774193,13.709677419354838
2,2020-05,64,29.765625,3.4375,1.703125,13.171875
2,2020-06,63,27.26984126984127,2.5238095238095237,2.142857142857143,14.46031746031746
2,2020-07,38,30.81578947368421,3.026315789473684,3.9210526315789473,18.07894736842105
2,2020-08,63,37.79032258064516,3.725806451612903,3.873015873015873,18.07936507936508
2,2020-09,62,29.403225806451612,2.8225806451612905,4.290322580645161,19.016129032258064
2,2020-10,64,25.703125,2.03125,2.6875,7.703125
2,2020-11,63,18.603174603174605,1.4444444444444444,3.015873015873016,7.571428571428571
2,2020-12,64,18.140625,1.453125,3.9375,7.03125
2,2021-01,65,25.384615384615383,2.1538461538461537,3.0,7.0
2,2021-02,57,23.280701754385966,2.280701754385965,3.0,6.491228070175438
2,2021-03,65,31.215384615384615,2.9384615384615387,3.3692307692307693,6.492307692307692
2,2021-04,30,25.366666666666667,2.3,2.2,6.766666666666667
2,2021-05,66,27.03030303030303,2.121212121212121,2.9545454545454546,7.590909090909091
2,2021-06,49,26.20408163265306,2.204081632653061,2.7551020408163267,6.714285714285714
2,2021-07,65,23.2,2.1538461538461537,2.8615384615384616,10.784615384615385
2,2021-08,63,29.22222222222222,2.6666666666666665,2.0,12.428571428571429
2,2021-09,64,30.71875,2.5,1.640625,8.9375
2,2021-10,66,28.87878787878788,2.4393939393939394,1.6818181818181819,11.575757575757576
2,2021-11,65,28.015384615384615,2.169230769230769,1.8923076923076922,14.738461538461538
2,2021-12,65,27.923076923076923,2.9846153846153847,2.2153846153846155,12.738461538461538
2,2022-01,60,25.233333333333334,2.3833333333333333,2.4,10.733333333333333
2,2022-02,61,23.59016393442623,2.4754098360655736,2.7049180327868854,10.311475409836065
3,2018-08,82,16.945945945945947,1.8170731707317074,2.1097560975609757,16.390243902439025
3,2018-09,80,25.7875,2.2875,2.0,18.225
3,2018-10,81,23.567901234567902,2.3333333333333335,2.308641975308642,18.691358024691358
3,2018-11,81,18.82716049382716,2.0864197530864197,2.580246913580247,14.407407407407407
3,2018-12,15,14.785714285714286,1.3571428571428572,0.6,6.0
3,2019-01,81,17.986666666666668,1.3333333333333333,0.43209876543209874,4.395061728395062
3,2019-02,79,25.645569620253166,2.1645569620253164,1.7468354430379747,15.278481012658228
3,2019-03,80,27.7375,2.3625,1.875,12.225
3,2019-04,79,29.037974683544302,2.5822784810126582,1.7215189873417722,12.632911392405063
3,2019-05,80,33.1125,2.7375,1.3625,9.7875
3,2019-06,76,33.26315789473684,2.9342105263157894,0.9078947368421053,9.592105263157896
3,2019-07,78,31.58974358974359,2.8846153846153846,0.5128205128205128,10.538461538461538
3,2019-10,77,25.545454545454547,2.7532467532467533,0.4155844155844156,7.8441558441558445
3,2019-11,77,33.77922077922078,3.090909090909091,0.09090909090909091,5.909090909090909
3,2019-12,78,30.73076923076923,2.6666666666666665,0.01282051282051282,5.756410256410256
3,2020-01,81,27.691358024691358,2.123456790123457,0.19753086419753085,3.419753086419753
3,2020-02,82,28.670731707317074,1.9634146341463414,0.0975609756097561,2.768292682926829
3,2020-03,81,31.11111111111111,2.691358024691358,0.024691358024691357,3.8271604938271606
3,2020-04,82,27.70731707317073,2.3292682926829267,0.23170731707317074,3.951219512195122
3,2020-05,82,17.402439024390244,1.1951219512195121,0.43902439024390244,3.7560975609756095
3,2020-06,80,20.15,1.4125,0.4625,3.9375
3,2020-07,82,34.08536585365854,3.097560975609756,0.0,2.6951219512195124
3,2020-08,82,36.25609756097561,3.1463414634146343,0.0,2.7804878048780486
3,2020-09,81,35.97530864197531,3.185185185185185,0.0,2.5555555555555554
3,2020-10,82,22.414634146341463,1.6097560975609757,0.35365853658536583,4.048780487804878
3,2020-11,82,20.20731707317073,1.451219512195122,0.5609756097560976,7.036585365853658
3,2020-12,81,23.0,1.9259259259259258,0.7160493827160493,7.666666666666667
3,2021-01,82,18.48780487804878,1.353658536585366,0.9390243902439024,7.5
3,2021-02,82,22.597560975609756,1.5975609756097562,1.5365853658536586,5.719512195121951
3,2021-03,82,13.987804878048781,0.9634146341463414,2.6341463414634148,7.585365853658536
3,2021-04,19,15.526315789473685,1.0,2.1578947368421053,6.2631578947368425
3,2021-05,82,15.207317073170731,1.0,2.2804878048780486,6.024390243902439
3,2021-06,82,14.817073170731707,1.0365853658536586,2.073170731707317,6.829268292682927
3,2021-07,82,14.707317073170731,0.9390243902439024,1.9146341463414633,6.634146341463414
3,2021-08,82,12.768292682926829,0.6951219512195121,2.1951219512195124,7.914634146341464
3,2021-09,82,14.097560975609756,0.8170731707317073,2.048780487804878,7.585365853658536
3,2021-10,82,18.426829268292682,0.9512195121951219,1.2804878048780488,9.463414634146341
3,2021-11,82,18.536585365853657,0.975609756097561,1.0731707317073171,9.353658536585366
3,2021-12,81,18.469135802469136,0.9382716049382716,1.1604938271604939,8.679012345679013
3,2022-01,82,17.21951219512195,0.9634146341463414,1.3414634146341464,7.402439024390244
3,2022-02,81,15.679012345679013,0.6296296296296297,0.9506172839506173,6.753086419753086
4,2018-08,125,14.387931034482758,1.856,2.184,16.208
4,2018-09,123,21.463414634146343,1.983739837398374,1.9024390243902438,13.715447154471544
4,2018-10,122,23.549180327868854,2.1065573770491803,2.2704918032786887,14.467213114754099
4,2018-11,114,25.309734513274336,2.3008849557522124,2.491228070175439,16.850877192982455
4,2018-12,90,35.71910112359551,3.202247191011236,1.9222222222222223,21.0
4,2019-01,120,37.525,2.783333333333333,1.825,19.683333333333334
4,2019-02,121,25.669421487603305,1.8760330578512396,1.537190082644628,13.768595041322314
4,2019-03,120,33.0,2.2416666666666667,1.3416666666666666,11.4
4,2019-04,125,28.368,1.88,1.088,11.464
4,2019-05,123,30.934959349593495,2.048780487804878,0.967479674796748,9.682926829268293
4,2019-06,125,33.792,2.16,0.864,8.232
4,2019-07,125,32.992,2.456,0.592,7.68
4,2019-10,123,31.788617886178862,1.9268292682926829,1.2845528455284554,5.430894308943089
4,2019-11,125,32.944,2.392,0.84,1.952
4,2019-12,125,29.672,1.792,0.064,0.16
4,2020-01,124,30.419354838709676,1.7338709677419355,0.0,0.0
4,2020-02,124,32.734177215189874,1.9746835443037976,1.4012345679012346,3.9753086419753085
4,2020-03,87,32.883720930232556,2.0813953488372094,1.0,2.3793103448275863
4,2020-04,125,25.872,1.448,0.712,3.056
4,2020-05,125,21.728,1.2,0.976,4.752
4,2020-06,124,20.733870967741936,1.2419354838709677,1.0806451612903225,4.088709677419355
4,2020-07,125,20.104,1.248,1.192,4.624
4,2020-08,124,25.233870967741936,1.7338709677419355,1.0161290322580645,3.879032258064516
4,2020-09,125,26.488,1.792,0.912,3.896
4,2020-10,125,22.288,1.384,0.0,1.328
4,2020-11,125,21.952,1.224,0.0,1.048
4,2020-12,125,20.608,1.072,0.0,1.184
4,2021-01,124,24.830645161290324,1.8306451612903225,0.0,7.717741935483871
4,2021-02,125,20.192,1.408,0.0,6.744
4,2021-03,125,27.152,2.024,0.0,6.016
4,2021-04,28,33.42857142857143,2.8214285714285716,0.0,5.642857142857143
4,2021-05,125,26.44,1.912,0.0,2.08
4,2021-06,125,25.288,1.816,0.472,3.624
4,2021-07,125,26.376,1.912,0.0,6.24
4,2021-08,96,24.833333333333332,1.84375,0.0,6.34375
4,2021-09,125,28.04,2.368,0.0,9.832
4,2021-10,125,26.528,2.16,0.0,8.296
4,2021-11,124,24.39516129032258,1.75,0.0,7.661290322580645
4,2021-12,125,26.616,2.04,0.0,9.664
4,2022-01,125,24.328,1.56,0.0,8.176
4,2022-02,124,23.096774193548388,1.2903225806451613,0.0,9.548387096774194
5,2018-07,2,15.5,1.0,2.5,21.0
5,2018-08,85,18.035714285714285,1.7882352941176471,1.3647058823529412,12.91764705882353
5,2018-09,86,26.302325581395348,1.8837209302325582,1.0348837209302326,13.337209302325581
5,2018-10,87,24.295454545454547,2.0568181818181817,1.5568181818181819,14.022727272727273
5,2018-11,85,29.788235294117648,2.4823529411764707,1.0588235294117647,14.035294117647059
5,2018-12,4,31.5,2.5,0.0,7.25
5,2019-01,76,27.026315789473685,2.0526315789473686,0.0,7.552631578947368
5,2019-02,80,29.531645569620252,2.3544303797468356,1.175,12.6875
5,2019-03,86,38.7906976744186,3.0232558139534884,0.4883720930232558,11.267441860465116
5,2019-04,86,35.94186046511628,2.9069767441860463,0.37209302325581395,12.883720930232558
5,2019-05,83,38.30120481927711,3.3132530120481927,0.42168674698795183,11.662650602409638
5,2019-06,85,35.2,3.1882352941176473,0.35294117647058826,11.188235294117646
5,2019-07,85,33.4,3.235294117647059,0.16470588235294117,10.694117647058823
5,2019-10,83,34.86746987951807,2.433734939759036,0.2891566265060241,9.72289156626506
5,2019-11,78,34.756410256410255,2.6538461538461537,0.20512820512820512,11.948717948717949
5,2019-12,84,27.464285714285715,1.7023809523809523,1.130952380952381,9.369047619047619
5,2020-01,86,31.988372093023255,1.8372093023255813,1.4069767441860466,11.534883720930232
5,2020-02,86,25.511627906976745,1.5930232558139534,0.8837209302325582,15.988372093023257
5,2020-03,87,31.2183908045977,2.0919540229885056,0.6091954022988506,14.655172413793103
5,2020-04,87,26.517241379310345,1.6091954022988506,1.632183908045977,14.494252873563218
5,2020-05,86,24.348837209302324,1.441860465116279,2.3255813953488373,14.848837209302326
5,2020-06,86,24.988372093023255,1.697674418604651,1.1511627906976745,15.988372093023257
5,2020-07,87,25.367816091954023,1.9310344827586208,2.0804597701149423,18.977011494252874
5,2020-08,87,25.42528735632184,1.793103448275862,2.1149425287356323,16.448275862068964
5,2020-09,87,26.39080459770115,1.8850574712643677,3.264367816091954,23.839080459770116
5,2020-10,87,22.977011494252874,1.4942528735632183,1.9310344827586208,2.160919540229885
5,2020-11,87,24.45977011494253,1.7701149425287357,1.7816091954022988,1.5632183908045978
5,2020-12,87,22.2183908045977,1.4482758620689655,2.0229885057471266,1.1839080459770115
5,2021-01,87,20.896551724137932,1.4137931034482758,1.839080459770115,0.9770114942528736
5,2021-02,87,21.49425287356322,1.4597701149425288,2.057471264367816,1.0689655172413792
5,2021-03,81,22.320987654320987,1.308641975308642,1.8271604938271604,0.38271604938271603
5,2021-04,7,25.0,1.5714285714285714,1.8571428571428572,0.42857142857142855
5,2021-05,85,28.49411764705882,2.2588235294117647,1.7529411764705882,0.24705882352941178
5,2021-06,85,26.11764705882353,2.611764705882353,1.964705882352941,0.03529411764705882
5,2021-07,86,23.930232558139537,1.697674418604651,1.8953488372093024,0.9302325581395349
5,2021-08,83,25.89156626506024,1.7228915662650603,2.0,1.1566265060240963
5,2021-09,86,26.91860465116279,1.7209302325581395,2.0232558139534884,1.5232558139534884
5,2021-10,60,23.566666666666666,1.4666666666666666,2.0166666666666666,1.85
5,2021-11,84,24.857142857142858,1.7380952380952381,2.0714285714285716,2.2142857142857144
5,2021-12,86,25.337209302325583,2.4302325581395348,0.37209302325581395,11.36046511627907
5,2022-01,84,24.542168674698797,2.0481927710843375,1.0357142857142858,10.928571428571429
5,2022-02,83,25.42168674698795,1.927710843373494,1.3614457831325302,13.578313253012048
6,2018-07,3,14.0,1.0,2.0,21.333333333333332
6,2018-08,38,18.72972972972973,1.894736842105263,1.894736842105263,13.342105263157896
6,2018-09,34,22.764705882352942,1.9705882352941178,1.8823529411764706,9.617647058823529
6,2018-10,38,24.236842105263158,2.3421052631578947,1.605263157894737,17.657894736842106
6,2018-11,38,28.5,2.473684210526316,1.1842105263157894,15.157894736842104
6,2018-12,27,27.925925925925927,2.4814814814814814,0.0,10.814814814814815
6,2019-01,35,26.02857142857143,2.0285714285714285,0.0,7.485714285714286
6,2019-02,39,29.666666666666668,2.4615384615384617,1.564102564102564,14.743589743589743
6,2019-03,40,38.95,3.225,0.625,12.35
6,2019-04,39,37.92307692307692,2.8974358974358974,0.5897435897435898,15.128205128205128
6,2019-05,39,36.58974358974359,3.1538461538461537,0.3076923076923077,10.794871794871796
6,2019-06,40,34.6,2.95,0.55,12.6
6,2019-07,40,34.45,3.225,0.05,11.7
6,2019-10,41,38.525,2.125,0.17073170731707318,10.829268292682928
6,2019-11,41,36.24390243902439,2.1707317073170733,0.21951219512195122,12.951219512195122
6,2019-12,41,30.24390243902439,2.1951219512195124,0.8292682926829268,4.390243902439025
6,2020-01,40,24.8,1.625,0.4,2.175
6,2020-02,39,25.28205128205128,1.564102564102564,0.9487179487179487,6.564102564102564
6,2020-03,41,27.926829268292682,2.0,0.34146341463414637,6.658536585365853
6,2020-04,40,24.75,1.625,0.725,6.675
6,2020-05,40,23.275,1.65,0.975,7.5
6,2020-06,40,21.95,1.725,0.575,8.0
6,2020-07,40,25.7,1.925,1.1,10.25
6,2020-08,41,25.73170731707317,2.1707317073170733,1.7073170731707317,7.341463414634147
6,2020-09,39,27.641025641025642,1.9487179487179487,3.0,22.23076923076923
6,2020-10,40,23.525,1.625,1.925,2.975
6,2020-11,41,26.24390243902439,1.975609756097561,1.9268292682926829,1.4146341463414633
6,2020-12,41,23.024390243902438,1.6341463414634145,1.829268292682927,1.2195121951219512
6,2021-01,41,21.073170731707318,1.5365853658536586,1.829268292682927,0.975609756097561
6,2021-02,41,22.073170731707318,1.6097560975609757,2.024390243902439,0.975609756097561
6,2021-03,40,21.475,1.35,1.925,0.75
6,2021-04,14,22.142857142857142,1.6428571428571428,2.0,0.6428571428571429
6,2021-05,37,25.81081081081081,2.3513513513513513,1.7837837837837838,0.10810810810810811
6,2021-06,35,29.65714285714286,2.657142857142857,2.0,0.02857142857142857
6,2021-07,35,23.6,1.457142857142857,1.9428571428571428,0.4857142857142857
6,2021-08,36,26.36111111111111,2.111111111111111,1.9722222222222223,1.1944444444444444
6,2021-09,36,28.444444444444443,2.0277777777777777,2.0,1.4722222222222223
6,2021-10,29,24.79310344827586,1.1724137931034482,2.0,1.793103448275862
6,2021-11,34,24.88235294117647,1.5588235294117647,2.0588235294117645,1.7647058823529411
6,2021-12,38,32.891891891891895,3.189189189189189,0.42105263157894735,12.394736842105264
6,2022-01,37,25.864864864864863,2.081081081081081,0.7027027027027027,11.0
6,2022-02,38,27.289473684210527,2.210526315789474,1.7105263157894737,14.026315789473685
