commune,year,month,n_households,Maize,Sorghum,Millet,Rice,Cassava Root,Cassava Leaves,Sweet Potato,Other Tubers,Peanuts,Cowpeas,Beans,Dolique,Other Legumues,item_14,green/white cactus,red cactus,vegetables,melons,other fruit,cactus leaves,other leaves,beef,other meat,milk products,item 25,watermelon,peas,fish products,other,eggs,sugar
4,2020,6,124,0.4516,0.0726,0.0,0.0161,0.3629,0.0161,0.0,0.0,0.0,0.0161,0.0,0.0323,0.0,0.0,0.0,0.2419,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0081,0.0,0.0726,0.0,0.4113,0.0,0.0
4,2020,7,125,0.368,0.208,0.0,0.064,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.424,0.0,0.0
4,2020,8,124,0.2419,0.2177,0.0,0.0968,0.629,0.0161,0.0,0.0,0.0,0.0161,0.0,0.0081,0.0,0.0,0.0,0.3871,0.0,0.0,0.0,0.0081,0.0161,0.0,0.0,0.0,0.0726,0.0,0.0726,0.0,0.1048,0.0,0.0
4,2020,9,125,0.192,0.32,0.0,0.088,0.632,0.008,0.016,0.0,0.0,0.008,0.0,0.064,0.0,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.064,0.0,0.08,0.0,0.0
4,2020,10,125,0.088,0.008,0.0,0.104,0.752,0.056,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020,11,125,0.008,0.0,0.0,0.12,0.88,0.016,0.0,0.0,0.0,0.0,0.008,0.016,0.0,0.0,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020,12,125,0.032,0.0,0.0,0.088,0.832,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.072,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021,1,124,0.0323,0.0484,0.0,0.2823,0.5968,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.1129,0.0,0.0,0.0,0.7339,0.0,0.0,0.0,0.0,0.0081,0.0,0.0081,0.0,0.0161,0.0,0.0
4,2021,2,125,0.0,0.0,0.0,0.304,0.2,0.088,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552,0.0,0.0
4,2021,3,125,0.008,0.072,0.0,0.856,0.04,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.552,0.0,0.0,0.0,0.0,0.2,0.0,0.024,0.0,0.504,0.0,0.0
4,2021,4,28,0.0357,0.3929,0.0,0.3929,0.0357,0.6071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3929,0.0,0.3571,0.0,0.6071,0.0,0.0
4,2021,5,125,0.616,0.256,0.0,0.128,0.0,0.272,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.032,0.016,0.0,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.248,0.024,0.232,0.0,0.584,0.0,0.0
4,2021,6,125,0.632,0.168,0.0,0.096,0.0,0.104,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.304,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.04,0.192,0.0,0.024,0.0,0.0
4,2021,7,125,0.536,0.208,0.0,0.136,0.024,0.032,0.016,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.672,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.008,0.136,0.0,0.368,0.0,0.0
4,2021,8,96,0.7083,0.0,0.0,0.0938,0.1875,0.0312,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.8229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.1771,0.0,0.0
4,2021,9,125,0.272,0.0,0.0,0.144,0.952,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.984,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.008,0.032,0.008,0.008
4,2021,10,125,0.84,0.0,0.0,0.192,0.24,0.0,0.192,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.792,0.0,0.024,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0
4,2021,11,124,0.6129,0.0242,0.0,0.2581,0.2177,0.0242,0.1694,0.0,0.0,0.0161,0.0,0.0242,0.0081,0.0,0.0,0.4758,0.0081,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242,0.0,0.0
4,2021,12,125,0.992,0.0,0.0,0.048,0.016,0.104,0.32,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0
4,2022,1,125,0.304,0.056,0.0,0.624,0.024,0.12,0.04,0.0,0.0,0.056,0.0,0.04,0.0,0.0,0.024,0.048,0.0,0.008,0.0,0.152,0.0,0.0,0.0,0.0,0.152,0.008,0.008,0.0,0.576,0.0,0.0
4,2022,2,124,0.5,0.0161,0.0,0.6694,0.0081,0.1774,0.0081,0.0,0.0,0.0403,0.0,0.0968,0.0,0.0,0.0242,0.0081,0.0,0.0081,0.0,0.0484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8629,0.0,0.0
5,2018,8,85,0.3647,0.0706,0.0,0.0588,0.7765,0.0706,0.0,0.0118,0.0235,0.0471,0.0,0.1765,0.0,0.0,0.0118,0.2118,0.0,0.0,0.0,0.0118,0.0941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5,2018,9,86,0.186,0.0349,0.0,0.2093,0.8721,0.0581,0.0,0.0,0.0,0.0116,0.0,0.1628,0.0,0.0,0.0,0.3256,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,0.1163,0.0,0.0698,0.0,0.0
5,2018,10,87,0.1705,0.0,0.0,0.1477,0.9091,0.0455,0.0227,0.0,0.0,0.0114,0.0,0.0795,0.0,0.0,0.0,0.6591,0.0,0.0,0.0,0.0114,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0341,0.0,0.0
5,2018,11,85,0.0824,0.0,0.0,0.1765,0.7294,0.2824,0.0,0.0,0.0,0.0235,0.0,0.0235,0.0,0.0,0.0,0.8941,0.0,0.0,0.0,0.0,0.2941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2019,1,76,0.4342,0.0,0.0,0.1579,0.4211,0.5526,0.0,0.0,0.0,0.0263,0.0,0.0132,0.0,0.0,0.0263,0.2895,0.0,0.0263,0.0395,0.0,0.3421,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.1974,0.0,0.0
5,2019,2,80,0.7089,0.0633,0.0,0.1013,0.0506,0.1772,0.0,0.0127,0.0,0.2532,0.0,0.0,0.0253,0.0,0.2658,0.0506,0.0127,0.2152,0.1646,0.0,0.4177,0.0,0.0,0.0127,0.0127,0.0506,0.0,0.0,0.0127,0.0,0.0
5,2019,3,86,0.5698,0.6279,0.0,0.0233,0.0116,0.0814,0.0116,0.0116,0.0,0.4302,0.0,0.0,0.0116,0.0,0.2326,0.0,0.0,0.2558,0.1744,0.0,0.2674,0.0,0.0116,0.0116,0.5116,0.0233,0.314,0.0116,0.314,0.0,0.0
5,2019,4,86,0.7442,0.1744,0.0,0.0465,0.0349,0.0465,0.0116,0.0349,0.0116,0.593,0.0,0.0,0.0,0.0,0.1512,0.0,0.0,0.5465,0.0698,0.0,0.3605,0.0,0.0,0.0116,0.2558,0.0581,0.0233,0.0,0.1628,0.0,0.0
5,2019,5,83,0.2651,0.6627,0.012,0.0241,0.1325,0.0723,0.0964,0.0964,0.0241,0.4337,0.0,0.0,0.0,0.0,0.0482,0.0843,0.0,0.2289,0.0,0.012,0.3133,0.0,0.012,0.012,0.6627,0.0241,0.3976,0.0,0.3855,0.0,0.0241
5,2019,6,85,0.1412,0.5882,0.0118,0.0588,0.3412,0.0706,0.3882,0.1765,0.0,0.3176,0.0,0.0,0.0,0.0,0.0,0.1176,0.0,0.0471,0.0,0.0,0.3059,0.0,0.0,0.0118,0.6353,0.0118,0.3412,0.0,0.2941,0.0,0.0118
5,2019,7,85,0.1294,0.6706,0.0,0.0118,0.2706,0.0353,0.4235,0.1882,0.0,0.0706,0.0,0.0235,0.0,0.0,0.0,0.1412,0.0,0.0941,0.0,0.0,0.2824,0.0,0.0,0.0235,0.8118,0.0,0.3412,0.0,0.3765,0.0,0.0118
5,2019,9,85,0.1059,0.3412,0.0,0.0353,0.6471,0.0235,0.2824,0.0353,0.0,0.0941,0.0,0.3059,0.0,0.0,0.0,0.0706,0.0,0.1176,0.0,0.0,0.2824,0.0,0.0235,0.0118,0.4118,0.0,0.1176,0.0,0.2118,0.0,0.0235
5,2019,10,83,0.1084,0.1446,0.0,0.0843,0.8675,0.0843,0.4096,0.012,0.0,0.0241,0.0,0.5904,0.012,0.0,0.012,0.0361,0.012,0.0241,0.0,0.0,0.1807,0.012,0.0,0.0,0.2289,0.0,0.0,0.0,0.0602,0.0,0.012
5,2019,11,78,0.2179,0.3462,0.0,0.0256,0.8205,0.0385,0.3205,0.0128,0.0256,0.0641,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.2051,0.0,0.0,0.0256,0.3462,0.0,0.0769,0.0,0.0256,0.0,0.0
5,2019,12,84,0.0476,0.0476,0.0,0.0357,0.9405,0.0238,0.4167,0.0,0.0,0.0357,0.0,0.2857,0.0,0.0,0.0119,0.0238,0.0,0.0238,0.0,0.0,0.0952,0.0,0.0,0.0,0.131,0.0119,0.0119,0.0,0.0238,0.0,0.0
5,2020,1,86,0.2209,0.0116,0.0,0.0116,0.8953,0.0116,0.3372,0.0,0.0,0.093,0.0,0.4651,0.0,0.0,0.0,0.0116,0.0116,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0116,0.0,0.0
5,2020,2,86,0.2209,0.0233,0.0,0.093,0.7907,0.0116,0.2558,0.0,0.0,0.1047,0.0,0.1512,0.0,0.0,0.0698,0.0581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020,3,87,0.2529,0.2989,0.0,0.046,0.7586,0.0575,0.1149,0.0,0.0,0.046,0.0,0.3793,0.0115,0.0115,0.1954,0.023,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0
5,2020,4,87,0.1609,0.2759,0.0,0.1839,0.5977,0.092,0.0345,0.0,0.0,0.069,0.0,0.2414,0.0,0.0,0.0,0.0575,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020,5,86,0.0814,0.0233,0.0,0.1395,0.8023,0.0116,0.0116,0.0,0.0,0.0233,0.0,0.1744,0.0,0.0,0.0,0.1512,0.0,0.0,0.0,0.0,0.0465,0.0,0.0,0.0,0.0349,0.0116,0.0,0.0,0.0,0.0,0.0
5,2020,6,86,0.186,0.0116,0.0,0.0349,0.907,0.0,0.0,0.0,0.0,0.0116,0.0,0.0233,0.0,0.0,0.0,0.5465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020,7,87,0.2069,0.023,0.0,0.0805,0.908,0.0,0.023,0.0,0.0,0.0115,0.0115,0.0345,0.0,0.0,0.0,0.6322,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0115,0.0,0.0
5,2020,8,87,0.0345,0.1034,0.0,0.092,0.8276,0.0,0.046,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.7126,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0
5,2020,9,87,0.0115,0.0115,0.0,0.046,0.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020,10,87,0.0575,0.0,0.0,0.1034,0.908,0.0,0.0115,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.3678,0.0,0.0,0.0,0.0,0.023,0.0115,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0
5,2020,11,87,0.1494,0.0,0.0,0.1264,0.977,0.023,0.0,0.0,0.0,0.046,0.0115,0.0575,0.0,0.0,0.0115,0.3793,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.046,0.0,0.0,0.0,0.023,0.0,0.023
5,2020,12,87,0.2529,0.0,0.0,0.1954,0.908,0.0115,0.0,0.0,0.0,0.0345,0.0,0.0115,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0
5,2021,1,87,0.1264,0.5517,0.0,0.1724,0.7356,0.0115,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0575,0.0,0.0
5,2021,2,87,0.0,0.0,0.0,0.3793,0.8276,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.023,0.1609,0.0115,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0
5,2021,3,81,0.0741,0.6296,0.0123,0.4938,0.0247,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0123,0.0,0.0,0.0,0.0,0.1481,0.0,0.0,0.0,0.0494,0.0,0.0494,0.0,0.2346,0.0,0.0123
5,2021,5,85,0.2588,0.6118,0.0,0.4353,0.0,0.0118,0.0,0.0,0.0,0.1294,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,0.0118,0.1176,0.0235,0.0118,0.0118,0.5412,0.0,0.3882,0.0,0.2235,0.0,0.0235
5,2021,6,85,0.5882,0.5294,0.0,0.2353,0.0,0.0,0.0235,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0353,0.0,0.0941,0.0,0.0118,0.6588,0.0118,0.0,0.0,0.6941,0.0,0.0941,0.0,0.0235,0.0,0.0118
5,2021,7,86,0.5,0.3023,0.0,0.3837,0.0,0.0,0.093,0.0,0.0,0.0465,0.0,0.0233,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.2558,0.0,0.0,0.0,0.2326,0.0,0.0581,0.0,0.0698,0.0,0.0
5,2021,8,83,0.4699,0.012,0.0,0.494,0.0361,0.0,0.1446,0.0,0.0,0.2771,0.0,0.0,0.0,0.0,0.0,0.0482,0.0,0.012,0.0,0.0,0.2169,0.0,0.0,0.0,0.1084,0.0,0.012,0.0,0.0241,0.0,0.0
5,2021,9,86,0.2209,0.0233,0.0,0.0581,0.0465,0.0,0.8256,0.0,0.0,0.0116,0.0,0.1163,0.0,0.0,0.0,0.0233,0.0,0.0233,0.0,0.0,0.314,0.0,0.0,0.0233,0.0581,0.0,0.0,0.0,0.0349,0.0,0.0116
5,2021,10,60,0.3,0.0,0.0,0.1,0.1833,0.0,0.7333,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0167,0.0,0.0333,0.0,0.0,0.0833,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.05,0.0,0.0
5,2021,11,84,0.2262,0.0119,0.0,0.1429,0.131,0.0,0.8095,0.0,0.0,0.0476,0.0,0.0952,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.131,0.0119,0.0,0.0,0.119,0.0,0.0119,0.0,0.0,0.0,0.0238
5,2021,12,86,0.407,0.5581,0.0,0.2326,0.1279,0.0349,0.6628,0.0,0.0116,0.093,0.0,0.1279,0.0,0.0,0.0,0.1279,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.1977,0.0,0.2209,0.0,0.0
5,2022,1,84,0.4337,0.506,0.0,0.5422,0.0361,0.012,0.6265,0.0,0.0,0.0843,0.0,0.1807,0.0,0.0,0.0,0.1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241,0.0,0.012,0.0,0.1205,0.0,0.0
5,2022,2,83,0.3373,0.0482,0.0,0.7952,0.0,0.012,0.3614,0.0,0.012,0.1205,0.0,0.2169,0.0,0.0,0.012,0.0241,0.0,0.012,0.012,0.0,0.2771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169,0.0,0.0
6,2018,8,38,0.3421,0.0526,0.0,0.0263,0.7632,0.0263,0.0,0.0,0.0263,0.0526,0.0,0.0789,0.0,0.0,0.0,0.4211,0.0,0.0,0.0,0.0263,0.0789,0.0,0.0,0.0263,0.0,0.0,0.0,0.0,,,
6,2018,9,34,0.2941,0.0,0.0,0.2059,0.7353,0.0294,0.0294,0.0,0.0,0.0,0.0,0.0588,0.0,0.0,0.0,0.4706,0.0,0.0,0.0,0.0,0.0588,0.0,0.0,0.0294,0.0,0.0,0.1471,0.0,0.0294,0.0,0.0
6,2018,10,38,0.2895,0.0,0.0,0.1053,0.7632,0.0263,0.1053,0.0,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.9474,0.0,0.0,0.0,0.0263,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789,0.0,0.0
6,2018,11,38,0.0526,0.0,0.0,0.1316,0.6842,0.3947,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2018,12,27,0.1852,0.0,0.0,0.037,0.7778,0.2593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8889,0.0,0.0,0.0,0.0,0.5926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0
6,2019,1,35,0.7429,0.0,0.0,0.3429,0.0571,0.8,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.1143,0.0,0.0,0.0286,0.0,0.7714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0
6,2019,2,39,0.5385,0.359,0.0,0.0769,0.0256,0.359,0.0,0.0,0.0,0.2051,0.0,0.0,0.0256,0.0,0.1538,0.0,0.0,0.0769,0.1026,0.0256,0.2308,0.0,0.0,0.0,0.3333,0.1026,0.1795,0.0,0.2308,0.0,0.0
6,2019,3,40,0.7,0.425,0.0,0.025,0.025,0.125,0.05,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.35,0.125,0.0,0.35,0.0,0.025,0.0,0.625,0.0,0.175,0.0,0.25,0.0,0.025
6,2019,4,39,0.641,0.0513,0.0,0.0256,0.0769,0.1026,0.1538,0.0,0.0,0.641,0.0,0.0,0.0,0.0,0.1026,0.0,0.0,0.5128,0.0256,0.0,0.4103,0.0,0.0256,0.0,0.2308,0.1026,0.0,0.0,0.1538,0.0,0.0256
6,2019,5,39,0.3333,0.6667,0.0,0.0256,0.2821,0.1026,0.2821,0.0513,0.0,0.359,0.0,0.0,0.0,0.0,0.0,0.1026,0.0,0.1026,0.0,0.0,0.2821,0.0,0.0,0.0,0.6667,0.0513,0.4359,0.0,0.5128,0.0,0.0513
6,2019,6,40,0.075,0.65,0.0,0.025,0.35,0.075,0.325,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.025,0.0,0.0,0.275,0.0,0.0,0.0,0.7,0.025,0.45,0.0,0.425,0.025,0.025
6,2019,7,40,0.075,0.675,0.0,0.025,0.375,0.05,0.475,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.325,0.0,0.0,0.05,0.825,0.0,0.325,0.0,0.4,0.0,0.0
6,2019,9,40,0.15,0.15,0.0,0.0,0.625,0.05,0.3,0.025,0.0,0.0,0.0,0.525,0.0,0.0,0.025,0.0,0.0,0.025,0.0,0.0,0.15,0.0,0.0,0.0,0.225,0.0,0.05,0.0,0.0,0.0,0.0
6,2019,10,41,0.075,0.05,0.0,0.075,0.85,0.05,0.25,0.0,0.0,0.0,0.0,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.025
6,2019,11,41,0.1463,0.1463,0.0,0.0732,0.8049,0.0244,0.4146,0.0,0.0,0.0732,0.0,0.6098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732,0.0,0.0,0.0,0.2195,0.0,0.0488,0.0,0.0,0.0,0.0
6,2019,12,41,0.122,0.0976,0.0,0.0976,0.9024,0.0,0.561,0.0,0.0,0.0244,0.0,0.439,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.1951,0.0,0.0,0.0,0.1951,0.0,0.0,0.0,0.0732,0.0,0.0244
6,2020,1,40,0.275,0.0,0.0,0.025,0.825,0.0,0.55,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020,2,39,0.3077,0.0,0.0,0.0256,0.9231,0.0,0.2821,0.0,0.0,0.0513,0.0,0.1795,0.0,0.0,0.0256,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020,3,41,0.4146,0.3415,0.0,0.0244,0.7805,0.0,0.1463,0.0,0.0,0.0,0.0,0.2683,0.0,0.0,0.0244,0.0,0.0,0.0,0.0,0.0244,0.0488,0.0,0.0,0.0,0.0488,0.0,0.0732,0.0,0.0244,0.0,0.0
6,2020,4,40,0.25,0.625,0.0,0.075,0.475,0.0,0.025,0.0,0.0,0.025,0.0,0.175,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.025,0.0,0.0,0.0,0.0
6,2020,5,40,0.125,0.05,0.0,0.275,0.8,0.0,0.0,0.0,0.0,0.05,0.0,0.075,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
6,2020,6,40,0.4,0.05,0.0,0.125,0.825,0.0,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
6,2020,7,40,0.25,0.025,0.0,0.05,0.975,0.0,0.05,0.0,0.0,0.0,0.0,0.075,0.025,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
6,2020,8,41,0.0732,0.2683,0.0,0.0244,0.9756,0.0,0.0244,0.0,0.0,0.0,0.0244,0.0,0.0,0.0,0.0,0.6098,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.122,0.0,0.0732,0.0,0.0244,0.0,0.0
6,2020,9,39,0.0256,0.0,0.0,0.0,0.9744,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,0.0,0.0,0.8974,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020,10,40,0.025,0.0,0.0,0.05,0.925,0.0,0.025,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
6,2020,11,41,0.0244,0.0,0.0,0.0732,1.0,0.0,0.0,0.0,0.0,0.0244,0.0488,0.0244,0.0,0.0,0.0,0.6341,0.0,0.0,0.0,0.0,0.0244,0.0244,0.0,0.0,0.0732,0.0,0.0,0.0,0.0488,0.0,0.0976
6,2020,12,41,0.0488,0.0,0.0,0.2439,1.0,0.0,0.0,0.0,0.0,0.0244,0.0244,0.0,0.0,0.0,0.0,0.2683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.0,0.0,0.0
6,2021,1,41,0.0,0.4634,0.0,0.2683,0.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,0.0244,0.0,0.0488,0.0,0.0
6,2021,2,41,0.0244,0.0,0.0,0.2195,0.9512,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2927,0.0,0.0,0.0,0.0732,0.0,0.0,0.0,0.0,0.0,0.0
6,2021,3,40,0.0,0.075,0.0,0.9,0.025,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.225,0.025,0.0,0.0,0.075,0.0,0.0,0.0,0.05,0.0,0.0
6,2021,4,14,0.0,0.3571,0.0,0.8571,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.2143,0.0,0.1429,0.0,0.2857,0.0,0.0
6,2021,5,37,0.3243,0.6216,0.0,0.4595,0.0,0.027,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.4324,0.0,0.0,0.0,0.6216,0.0,0.2162,0.0,0.1892,0.0,0.0
6,2021,6,35,0.3714,0.7714,0.0,0.1714,0.0,0.0,0.0286,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.1143,0.0,0.0,0.5429,0.0286,0.0,0.0,0.6857,0.0,0.2286,0.0,0.0286,0.0,0.0
6,2021,7,35,0.4857,0.2286,0.0,0.2857,0.1143,0.0,0.1143,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0286,0.0,0.0,0.0571,0.0,0.0286,0.0,0.0286,0.0,0.0
6,2021,8,36,0.4722,0.0278,0.0,0.6389,0.0833,0.0,0.1111,0.0,0.0,0.1944,0.0278,0.0278,0.0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.4444,0.0,0.0556,0.0,0.2778,0.0,0.0,0.0,0.1111,0.0,0.0
6,2021,9,36,0.1111,0.0,0.0,0.2222,0.0833,0.0,0.9722,0.0,0.0,0.0278,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,0.0,0.0,0.0278,0.1111,0.0,0.0,0.0,0.0,0.0,0.0
