YearMonth,mean_d1_ndvi,PC1_Score
2018-08,0.276225241744076,-0.33317072977033385
2018-09,0.261533068937685,-0.21431114528112663
2018-10,0.269955451610453,-0.321017331865083
2018-11,0.2919526275348439,-0.13450331804813134
2018-12,0.28077079439609,-0.2781533139237703
2019-01,0.344759066549829,-0.18258755530288004
2019-02,0.481599969783181,0.15392167628765743
2019-03,0.522487054228036,0.38840169740027486
2019-04,0.484185932209706,0.49104273313795854
2019-05,0.45894830086121,0.5366022350303022
2019-06,0.4370429103127545,0.33888460567468653
2019-07,0.4078106623190299,0.3971462329257221
2019-08,0.3684092005135705,0.07903509714043361
2019-09,0.337745916348538,0.1468748402984647
2019-10,0.382537230734689,0.010167929438140924
2019-11,0.391746940763246,-0.10224259648174652
2019-12,0.4226439910481335,-0.2698334564117003
2020-01,0.38088335826757,-0.3412269395044133
2020-02,0.360424241056679,-0.31248861537206957
2020-03,0.3907900552896425,-0.1518116932780811
2020-04,0.3844003573454084,-0.3886385286075337
2020-05,0.3636414712663329,0.17199278523775935
2020-06,0.333215334076967,-0.08624053663150172
2020-07,0.30881590128959,-0.2709477426781303
2020-08,0.2848944396839095,-0.271375088767488
2020-09,0.2619212659747419,-0.494598341438482
2020-10,0.248175592700933,-0.5685654117120229
2020-11,0.2363285163759905,-0.4437004879638928
2020-12,0.2352529420087465,-0.45318325164375767
2021-01,0.255067375896578,-0.15475899533225135
2021-02,0.316106487235688,0.01774665041996365
2021-03,0.3771594679806455,0.13492105143824504
2021-04,0.4380818120376555,0.18071052901217033
2021-05,0.439703071453748,0.5459092259909097
2021-06,0.434419656854448,0.19062271626928923
2021-07,0.401062426945548,-0.09311037434849888
2021-08,0.3503795464199705,-0.29036732969924267
2021-09,0.314158543308183,-0.3378769548206043
2021-10,0.2823790221535055,-0.22786763054200085
2021-11,0.25976804809924,-0.255354504314427
2021-12,0.263884836321521,-0.18756404677989874
2022-01,0.325481438914454,-0.17864359876465533
2022-02,0.415379475318322,-0.14021634119621815
