YearMonth,mean_d5_ndvi,PC1_Score
2018-08,0.3634638222483075,-0.1300940834161849
2018-09,0.359046035411855,-0.4248310376289406
2018-10,0.353406885984036,-0.30261442571429736
2018-11,0.3851107758809325,-0.47479797551931247
2018-12,0.34936585476269,-0.22280230409607876
2019-01,0.392504080241679,-0.07378340803936094
2019-02,0.5056009097890205,0.2985054351040456
2019-03,0.527673540858831,0.6505842475096822
2019-04,0.492512609263078,0.5666270019956772
2019-05,0.4916949809347215,0.5233315454863017
2019-06,0.5245814917779865,0.4674341766134885
2019-07,0.5141180662350155,0.4119699706490781
2019-08,0.4495072183340355,0.2399394785081998
2019-09,0.398591730670763,-0.08456129941269938
2019-10,0.4280369491765615,-0.24952571151012862
2019-11,0.439019277060833,0.014514417032435209
2019-12,0.4442405692052705,-0.27051422954361376
2020-01,0.380610408549544,-0.4246170590459958
2020-02,0.3564230204342275,-0.3697669846936894
2020-03,0.454384502832116,-0.17438735094969957
2020-04,0.460483787191005,-0.08969557072157405
2020-05,0.41703833780123,-0.17719592484194674
2020-06,0.392627394902725,-0.00814605628471757
2020-07,0.3761495586557219,-0.05003964116131264
2020-08,0.358376433478333,-0.24674596994133047
2020-09,0.3119836582829315,-0.24656193903593135
2020-10,0.283163060552318,-0.4666699897332236
2020-11,0.2587946756091019,-0.4986222150696812
2020-12,0.253928517387299,-0.40549141136275485
2021-01,0.262499863687488,-0.24015840718163523
2021-02,0.379525683358935,0.04535775161706237
2021-03,0.500833827003573,0.22416379167908093
2021-04,0.540320706497083,0.4374877332638919
2021-05,0.483910973452991,0.5129205415982343
2021-06,0.4574760423357985,0.3388362231413093
2021-07,0.436238676666606,0.14617597951678132
2021-08,0.416442024887286,-0.11507426659963049
2021-09,0.371372144638404,-0.8262011151435698
2021-10,0.332873401425248,-0.07438554827485286
2021-11,0.3173254971124315,0.026491522670599996
2021-12,0.3041898742244525,0.2228109094741021
2022-01,0.39412205950559,0.2862878082243118
2022-02,0.512066187337782,0.35021523556052087
