YearMonth,mean_d8_ndvi,PC1_Score
2018-07,0.3714506529850745,-0.5094252082891921
2018-08,0.33187043946932,-0.4040624123912981
2018-09,0.32896355721393,-0.40331689111886443
2018-10,0.359371921641791,-0.6602515052598167
2018-11,0.429322652363184,-0.633971013644602
2018-12,0.392682903192372,-0.6548445318090105
2019-01,0.5118284463101155,0.3732107253132146
2019-02,0.609457436774462,0.5514487821551368
2019-03,0.6185201544361525,0.6890531020537256
2019-04,0.5699870594941949,0.4802896181520261
2019-05,0.5573712893864016,0.5014422781268126
2019-06,0.555291112147595,0.3721033550015522
2019-07,0.5126037365257046,0.33658657436947825
2019-09,0.402600165837479,-0.11604490845512785
2019-10,0.4256024979270315,-0.3519472663677325
2019-11,0.4479866086235485,-0.22590475321392178
2019-12,0.476049621683251,-0.30231476253134004
2020-01,0.4281988909618575,-0.2798347178392623
2020-02,0.3964834266169155,-0.3482571919150478
2020-03,0.480539028814262,-0.07031013637800923
2020-04,0.4947769330431175,0.14350181734007136
2020-05,0.4526071880182415,-0.38042437813019864
2020-06,0.4109272077114425,-0.3492556107874599
2020-07,0.381517278192372,-0.5995871268303204
2020-08,0.338491039593698,-0.6083633859260086
2020-09,0.300637650290215,-0.8865259860371304
2020-10,0.284837292703151,-0.6695244638391011
2020-11,0.2688035447761195,-0.7768302987239841
2020-12,0.2645595615671645,-0.5965430213137769
2021-01,0.279509260986733,-0.21395935410003128
2021-02,0.336912722844113,-0.43259664668975
2021-03,0.4798333488805965,0.24719462699029532
2021-04,0.551503430762852,0.32481020152809276
2021-05,0.504374227819237,0.6300368953222046
2021-06,0.4795441334991715,0.6943754487395252
2021-07,0.4534161536069655,0.3763719821781644
2021-08,0.4009802083333335,0.3397473893022061
2021-09,0.367324792703151,0.2776420048768644
2021-10,0.324309763681592,0.22501495008733152
2021-11,0.298183618366501,0.2768340798204399
2021-12,0.2966884432006635,0.5727209759967767
2022-01,0.4306090640547265,0.5482180877068619
2022-02,0.5461262489635155,0.34509235667185245
