YearMonth,mean_d2_ndvi,PC1_Score
2018-08,0.2762077129034145,-0.28747548709732673
2018-09,0.263653998229567,-0.34232006366787304
2018-10,0.280146169195268,-0.3588097591194271
2018-11,0.2918815522369525,-0.36586056651825
2018-12,0.289043043327066,-0.3496533977628815
2019-01,0.3807243389821295,-0.048569956303663044
2019-02,0.5271536729041755,0.12011912741583505
2019-03,0.5564349208170595,0.3398241744376124
2019-04,0.4962163222344115,0.2816908008912146
2019-05,0.4509381071658965,0.4914110591803294
2019-06,0.4178553643814535,0.5715451828276402
2019-07,0.3803220647844035,0.5515982197304407
2019-09,0.341286211290562,0.2687879822689854
2019-10,0.393894625424058,0.17279982375794034
2019-11,0.4017528934949165,0.3736575561608274
2019-12,0.452386294385093,0.06008196248346861
2020-01,0.406518347126889,0.0978524030351017
2020-02,0.398613611503336,0.4412488512695013
2020-03,0.4014920705549349,0.2787637056103242
2020-04,0.407344785123328,0.35239530273477804
2020-05,0.370037913970483,0.3505040788452082
2020-06,0.342391017696528,0.30478225747303617
2020-07,0.31486609859941,-0.09312021358143575
2020-08,0.2866782171518059,-0.2857931172483843
2020-09,0.262611681056203,-0.12957101234908783
2020-10,0.247969779910542,-0.36602891059760445
2020-11,0.236691649744713,-0.45161633204960266
2020-12,0.2436543222694575,0.23324506776112727
2021-01,0.296488497868401,-0.1564654365880823
2021-02,0.401411310969204,0.4021001131264686
2021-03,0.4304065607853755,0.5006160726944068
2021-05,0.439010437046845,0.5903926054622884
2021-06,0.4127623630053835,0.5090622856967987
2021-07,0.367778005661155,0.40716968993692926
2021-08,0.3126041883680555,0.19750007783539933
2021-09,0.286936735357597,0.1821310406325013
2021-10,0.266727326561332,0.0859345696035605
2021-11,0.2497178841406185,0.027371417360565465
2021-12,0.255706577541547,0.15500390516011323
2022-01,0.29529976365318,0.23877109461707216
2022-02,0.4137110341926155,0.42686346809455683
