YearMonth,mean_d7_ndvi,PC1_Score
2018-07,0.3873974347629225,0.03157060675128581
2018-08,0.352742535804583,-0.3057850611341418
2018-09,0.348088696792655,-0.46336550965897655
2018-10,0.3570490317587205,-0.6808587016951065
2018-11,0.4204633925093645,-0.6684444568699803
2018-12,0.3970261533422365,-0.5747104558786691
2019-01,0.4850735219861625,-0.08279534985386214
2019-02,0.577444204034688,0.42883579723801013
2019-03,0.5967053488637439,0.754663573097789
2019-04,0.5600084435071464,0.5771849417325171
2019-05,0.5586989192291845,0.5816025573755944
2019-06,0.572842403747152,0.35036739271684764
2019-07,0.5441651800628016,0.38668327857131063
2019-09,0.418567099567099,-0.04649760607397417
2019-10,0.448134422707142,-0.3021934576273746
2019-11,0.4791124531977709,-0.12406754660873566
2019-12,0.4944690964034265,-0.3979483227849264
2020-01,0.451164482573164,-0.3457038565900775
2020-02,0.4088653627755885,-0.27924392646344137
2020-03,0.4771768457166495,-0.14227944354969732
2020-04,0.4796351382817719,-0.08778198415084891
2020-05,0.441847557263284,-0.40051584591051503
2020-06,0.409176390861824,-0.6284955693407268
2020-07,0.3877817660581255,-0.651068199162025
2020-08,0.3559028519554835,-0.6501612902335706
2020-09,0.3154502842570215,-0.8477793796470701
2020-10,0.293049362108024,-0.5862525796166247
2020-11,0.2717880766192315,-0.6070750004298608
2020-12,0.263814258443747,-0.3702822800935832
2021-01,0.278510193696618,-0.05436811686457812
2021-02,0.3643183088413275,-0.36289299149468995
2021-03,0.5007479482852925,0.4738747063724438
2021-04,0.5590933943947305,0.44538587117621375
2021-05,0.505466720792529,0.6317308897731067
2021-06,0.4769784254738265,0.6358792180387857
2021-07,0.459384631613313,0.4991233099066954
2021-08,0.4283322356280585,0.3581861801033815
2021-09,0.392137000000001,0.29856224526149727
2021-10,0.3469384703347635,0.2013251399141949
2021-11,0.3105945450672555,0.21346028082391572
2021-12,0.300527773601125,0.49886139030158766
2022-01,0.4145786598883655,0.4815545875507614
2022-02,0.5463447821891629,0.38336383620419695
