date,evi
2000-02-18,0.251909905282818
2000-03-05,0.238136499375123
2000-03-21,0.235220525516604
2000-04-06,0.218223765899954
2000-04-22,0.209636295559974
2000-05-08,0.220418762845588
2000-05-24,0.240369421705835
2000-06-09,0.231201622156281
2000-06-25,0.249056982279821
2000-07-11,0.24835511540242
2000-07-27,0.262614326344335
2000-08-12,0.247291752032251
2000-08-28,0.242972933474408
2000-09-13,0.220587976947536
2000-09-29,0.203133483354292
2000-10-15,0.192528585565378
2000-10-31,0.207315128222119
2000-11-16,0.205862747311114
2000-12-02,0.211587206300881
2000-12-18,0.261657570748479
2001-01-01,0.323117470078688
2001-01-17,0.296576381115428
2001-02-02,0.275034689011062
2001-02-18,0.2882061247437
2001-03-06,0.29871882663151
2001-03-22,0.297475467816854
2001-04-07,0.343644907284768
2001-04-23,0.348066296222796
2001-05-09,0.349370540540539
2001-05-25,0.323137295109164
2001-06-10,0.28462287429143
2001-06-26,0.279736230913475
2001-07-12,0.253474332079953
2001-07-28,0.252024166391548
2001-08-13,0.238458766770207
2001-08-29,0.216072654439515
2001-09-14,0.201415678106196
2001-09-30,0.204262430352878
2001-10-16,0.19503423143122
2001-11-01,0.201277725805389
2001-11-17,0.209037851949769
2001-12-03,0.207717004875477
2001-12-19,0.24869802622864
2002-01-01,0.3425653388036
2002-01-17,0.327410306683447
2002-02-02,0.349202870972019
2002-02-18,0.394772815791217
2002-03-06,0.328969089826697
2002-03-22,0.274601194822436
2002-04-07,0.274453346118238
2002-04-23,0.271218065537021
2002-05-09,0.256855862707493
2002-05-25,0.260975758775403
2002-06-10,0.265542874117103
2002-06-26,0.263373771250909
2002-07-12,0.251745353159851
2002-07-28,0.238758102740633
2002-08-13,0.220914929223442
2002-08-29,0.203244681977629
2002-09-14,0.207750225464191
2002-09-30,0.191859729372938
2002-10-16,0.190258699973496
2002-11-01,0.227922772998015
2002-11-17,0.245770394345729
2002-12-03,0.272765747460087
2002-12-19,0.256168027842227
2003-01-01,0.23774089106293
2003-01-17,0.256859307244844
2003-02-02,0.256761193635703
2003-02-18,0.240666160376733
2003-03-06,0.316831873928524
2003-03-22,0.253774174551711
2003-04-07,0.270175140868413
2003-04-23,0.294534113292352
2003-05-09,0.264186580115255
2003-05-25,0.243016054376658
2003-06-10,0.243058224491149
2003-06-26,0.219005722752717
2003-07-12,0.220894405225309
2003-07-28,0.220647005612414
2003-08-13,0.191181731721815
2003-08-29,0.191172984403912
2003-09-14,0.206625866066106
2003-09-30,0.185709001918116
2003-10-16,0.185422161695343
2003-11-01,0.178891321603387
2003-11-17,0.178755092592593
2003-12-03,0.200310305798253
2003-12-19,0.294046832669322
2004-01-01,0.2365230901401
2004-01-17,0.218630429034177
2004-02-02,0.265391005291006
2004-02-18,0.273306644121743
2004-03-05,0.282517165417026
2004-03-21,0.281315550713154
2004-04-06,0.27716030589949
2004-04-22,0.299139314769496
2004-05-08,0.274157895779671
2004-05-24,0.27658893659181
2004-06-09,0.270165442005438
2004-06-25,0.250329567689054
2004-07-11,0.257967724412057
2004-07-27,0.255802020804347
2004-08-12,0.230389998678821
2004-08-28,0.22447566120074
2004-09-13,0.216325908006363
2004-09-29,0.209401474185232
2004-10-15,0.192397729522804
2004-10-31,0.19049702243102
2004-11-16,0.180754770714946
2004-12-02,0.189989478904907
2004-12-18,0.225409844080339
2005-01-01,0.241495826167483
2005-01-17,0.264461470257394
2005-02-02,0.307179486335199
2005-02-18,0.330148583906829
2005-03-06,0.355546646825396
2005-03-22,0.384701476625612
2005-04-07,0.3728069074403
2005-04-23,0.395948287648721
2005-05-09,0.381029447123324
2005-05-25,0.364601565205808
2005-06-10,0.350327694136292
2005-06-26,0.3000134472708
2005-07-12,0.312340676277154
2005-07-28,0.316858474240423
2005-08-13,0.282892415116818
2005-08-29,0.253223481138319
2005-09-14,0.252482156772106
2005-09-30,0.221249216943105
2005-10-16,0.213971819934836
2005-11-01,0.210635976214074
2005-11-17,0.224295814876033
2005-12-03,0.276420549668874
2005-12-19,0.27415537485125
2006-01-01,0.256702613643883
2006-01-17,0.287200580245285
2006-02-02,0.311988348348348
2006-02-18,0.314969382244468
2006-03-06,0.326807642007925
2006-03-22,0.267580186187772
2006-04-07,0.268666575870316
2006-04-23,0.265357091964639
2006-05-09,0.263876985904361
2006-05-25,0.265842369411609
2006-06-10,0.262141777249621
2006-06-26,0.263277449620086
2006-07-12,0.25894837258534
2006-07-28,0.236647328395715
2006-08-13,0.216461937145121
2006-08-29,0.236652747544465
2006-09-14,0.23820900805706
2006-09-30,0.227360242792109
2006-10-16,0.213212245706737
2006-11-01,0.206975452316257
2006-11-17,0.197867591616135
2006-12-03,0.201838176075799
2006-12-19,0.218895249359353
2007-01-01,0.243889474382798
2007-01-17,0.314818863185723
2007-02-02,0.264936016109864
2007-02-18,0.3458686107816
2007-03-06,0.361824315000332
2007-03-22,0.3168538354531
2007-04-07,0.289023379200847
2007-04-23,0.27978148441627
2007-05-09,0.335344251354566
2007-05-25,0.336738184351981
2007-06-10,0.32808015095339
2007-06-26,0.330677707683113
2007-07-12,0.302348169684155
2007-07-28,0.272713942403178
2007-08-13,0.259475511555526
2007-08-29,0.227234748728786
2007-09-14,0.212593843615968
2007-09-30,0.199966682085508
2007-10-16,0.20510561382677
2007-11-01,0.205569884450314
2007-11-17,0.24828342154009
2007-12-03,0.28658680518793
2007-12-19,0.241790056235528
2008-01-01,0.259915402921928
2008-01-17,0.272626595744681
2008-02-02,0.247267278610579
