date,evi
2000-02-18,0.243102632669984
2000-03-05,0.231887002487562
2000-03-21,0.222598548922056
2000-04-06,0.205167319651741
2000-04-22,0.216189904643449
2000-05-08,0.252541925787728
2000-05-24,0.255214241293532
2000-06-09,0.24588061774461
2000-06-25,0.266806478026534
2000-07-11,0.254577166252073
2000-07-27,0.258399512852404
2000-08-12,0.250130275704809
2000-08-28,0.236922740464345
2000-09-13,0.21640118159204
2000-09-29,0.198849253731343
2000-10-15,0.189437904228856
2000-10-31,0.190036733001659
2000-11-16,0.200352964344942
2000-12-02,0.263281996268657
2000-12-18,0.319250963930348
2001-01-01,0.392951026119402
2001-01-17,0.373722242951907
2001-02-02,0.319485551409619
2001-02-18,0.308743076285241
2001-03-06,0.289931135986733
2001-03-22,0.270578897180763
2001-04-07,0.330449098258707
2001-04-23,0.332311183665008
2001-05-09,0.31875456053068
2001-05-25,0.288887313432836
2001-06-10,0.253544371890547
2001-06-26,0.239797616086235
2001-07-12,0.226066220978441
2001-07-28,0.217563194444445
2001-08-13,0.215310561774461
2001-08-29,0.198193687810945
2001-09-14,0.191513349917081
2001-09-30,0.19580958747927
2001-10-16,0.237486245854063
2001-11-01,0.246575217661691
2001-11-17,0.257997730099503
2001-12-03,0.244907960199005
2001-12-19,0.299483519900497
2002-01-01,0.340090827114428
2002-01-17,0.290596859452736
2002-02-02,0.325781944444445
2002-02-18,0.356133374792703
2002-03-06,0.326732089552239
2002-03-22,0.268335354477612
2002-04-07,0.270199709784411
2002-04-23,0.229331187810945
2002-05-09,0.232014728441128
2002-05-25,0.247217599502487
2002-06-10,0.255879405058043
2002-06-26,0.252781944444444
2002-07-12,0.230009784411277
2002-07-28,0.22237622305141
2002-08-13,0.210330016583748
2002-08-29,0.194282628524046
2002-09-14,0.207123548922056
2002-09-30,0.189883830845771
2002-10-16,0.189487292703151
2002-11-01,0.241943604892205
2002-11-17,0.242551958955224
2002-12-03,0.223396724709785
2002-12-19,0.216548797678275
2003-01-01,0.224449253731343
2003-01-17,0.255017423300166
2003-02-02,0.24624438225539
2003-02-18,0.214907908374793
2003-03-06,0.320073341625207
2003-03-22,0.242944278606965
2003-04-07,0.281735737976783
2003-04-23,0.270364365671642
2003-05-09,0.252165391791044
2003-05-25,0.234133799751243
2003-06-10,0.222527891791045
2003-06-26,0.214785551409618
2003-07-12,0.206133416252073
2003-07-28,0.20231997305141
2003-08-13,0.187990174129353
2003-08-29,0.172735966003317
2003-09-14,0.189997833747927
2003-09-30,0.177777041873963
2003-10-16,0.18062001451078
2003-11-01,0.179266138059701
2003-11-17,0.188587572553897
2003-12-03,0.224697657545605
2003-12-19,0.309823237976783
2004-01-01,0.253318698175788
2004-01-17,0.227005047678275
2004-02-02,0.296397305140962
2004-02-18,0.337531861525705
2004-03-05,0.349896009535655
2004-03-21,0.373801264510779
2004-04-06,0.309378783167496
2004-04-22,0.307753793532338
2004-05-08,0.303475020729685
2004-05-24,0.287389054726369
2004-06-09,0.27777964344942
2004-06-25,0.282757234660033
2004-07-11,0.264678171641791
2004-07-27,0.243168521973466
2004-08-12,0.215673279436153
2004-08-28,0.231118781094528
2004-09-13,0.228086929933665
2004-09-29,0.225066780679933
2004-10-15,0.22198120854063
2004-10-31,0.21264379145937
2004-11-16,0.226830483001659
2004-12-02,0.247536546434494
2004-12-18,0.29223800787728
2005-01-01,0.310538588308457
2005-01-17,0.368667526948591
2005-02-02,0.438696507048093
2005-02-18,0.386339883913765
2005-03-06,0.383196299751243
2005-03-22,0.409258198590381
2005-04-07,0.393985613598674
2005-04-23,0.393003410033167
2005-05-09,0.374335084991708
2005-05-25,0.367448144693201
2005-06-10,0.350331478026534
2005-06-26,0.335554384328358
2005-07-12,0.316271880182422
2005-07-28,0.31096524668325
2005-08-13,0.278229591625207
2005-08-29,0.250992330016583
2005-09-14,0.242177135157546
2005-09-30,0.215062593283582
2005-10-16,0.219657338308458
2005-11-01,0.221074554311774
2005-11-17,0.236018449419569
2005-12-03,0.292231695688226
2005-12-19,0.236736059286898
2006-01-01,0.250583571724709
2006-01-17,0.266066096600331
2006-02-02,0.29559725331675
2006-02-18,0.271271403399668
2006-03-06,0.316262686567164
2006-03-22,0.292186349502488
2006-04-07,0.266881654228856
2006-04-23,0.273470087064677
