c4_evi_time,c4_mean_evi
730534,0.202051736745887
730550,0.194905126243305
730566,0.190315214067278
730582,0.190075697109235
730598,0.185259527478172
730614,0.184643012704174
730630,0.220052485758674
730646,0.226220928443191
730662,0.245902827763496
730678,0.251735289634147
730694,0.264682026817947
730710,0.273385693069307
730726,0.269569335647
730742,0.25381080810608
730758,0.235782927454499
730774,0.221191577608143
730790,0.223499408284024
730806,0.213561968564803
730822,0.223346925566343
730838,0.297186454592099
730852,0.391037215909091
730868,0.346297073536769
730884,0.296763248308173
730900,0.28431102769868
730916,0.305346547314578
730932,0.2988337913486
730948,0.374422798459564
730964,0.369108550947261
730980,0.349435618556701
730996,0.310753300670449
731012,0.294418715305313
731028,0.258806704633704
731044,0.24231636927851
731060,0.228279969496696
731076,0.236100650026001
731092,0.213011179329752
731108,0.201506713426854
731124,0.19890178708195
731140,0.210544319918492
731156,0.20909346473029
731172,0.199723011800923
731188,0.194663333333334
731204,0.248127646906549
731217,0.306564048106448
731233,0.269191451241361
731249,0.280846530612245
731265,0.334828343210513
731281,0.309096943453897
731297,0.254030382712835
731313,0.235747213114754
731329,0.221009476372925
731345,0.222347579001019
731361,0.232797303543914
731377,0.244979548949257
731393,0.262670686983471
731409,0.243503860807722
731425,0.265676060683981
731441,0.257291002570694
731457,0.231785034359888
731473,0.221524784373415
731489,0.195421434039296
731505,0.18926475006475
731521,0.210717158108795
731537,0.219066147273184
731553,0.251489804118533
731569,0.242605769721726
731582,0.219795199798945
731598,0.229161546060756
731614,0.249334793814433
731630,0.227568571428572
731646,0.30669674692623
731662,0.248708904810645
731678,0.288301659959759
731694,0.317198712004121
731710,0.27285563813429
731726,0.238542344862665
731742,0.238372450025628
731758,0.230532041804741
731774,0.233415447991761
731790,0.226086810673443
731806,0.203860916580845
731822,0.193716813243663
731838,0.205058542199488
731854,0.190349334357399
731870,0.186723789583879
731886,0.180101976386037
731902,0.184706900050736
731918,0.206248816492746
731934,0.25438201743462
731947,0.234522420382166
731963,0.201905561250641
731979,0.270423541247485
731995,0.298425541237113
732011,0.32013610542477
732027,0.334028542251723
732043,0.321190690614723
732059,0.335685783563042
732075,0.336704308797127
732091,0.312264120550792
732107,0.299398110766046
732123,0.298020890585242
732139,0.276441343934342
732155,0.259026518063029
732171,0.228564790174002
732187,0.211733230848066
732203,0.23605225341231
732219,0.219671786437247
732235,0.212464547803618
732251,0.196571546961326
732267,0.206575089422586
732283,0.211716128205128
732299,0.263001735579377
732313,0.304782527975585
