c5_evi_time,c5_mean_evi
730534,0.221681282910484
730550,0.21595454980843
730566,0.20489154963104
730582,0.195394764957265
730598,0.21246534914361
730614,0.230809061566049
730630,0.262754358729401
730646,0.269653544152745
730662,0.294437373496844
730678,0.292056770585436
730694,0.299078888888889
730710,0.307850971103742
730726,0.300172335870599
730742,0.277081863679695
730758,0.250371372502379
730774,0.236008023809524
730790,0.232356173353971
730806,0.223434476167722
730822,0.26997497925803
730838,0.331332310814037
730852,0.405407038718929
730868,0.376975383153142
730884,0.327995375446961
730900,0.312467045454546
730916,0.315509397014925
730932,0.306620468395269
730948,0.36428824303313
730964,0.371230053731343
730980,0.361450315288519
730996,0.316092957072821
731012,0.286291628578301
731028,0.271919075630252
731044,0.257427239971175
731060,0.245893106749641
731076,0.23708117689186
731092,0.218160090974383
731108,0.210673090994925
731124,0.210908849135361
731140,0.232174247491639
731156,0.233606490872211
731172,0.232742499104905
731188,0.230244636678201
731204,0.279285138839232
731217,0.3246430355656
731233,0.280303895639743
731249,0.297262413381123
731265,0.340869738406658
731281,0.319034436376622
731297,0.263501372315035
731313,0.269221754721492
731329,0.234187113709581
731345,0.24252095487558
731361,0.257304310860975
731377,0.272184687052078
731393,0.276551391709473
731409,0.26105296912114
731425,0.26570416070577
731441,0.25341742135367
731457,0.23042566055701
731473,0.234532232591529
731489,0.205451845677542
731505,0.204490356118547
731521,0.249603088619625
731537,0.247211863398382
731553,0.240486279180562
731569,0.235009923845788
731582,0.229984109687463
731598,0.235867191413238
731614,0.240343340481296
731630,0.213319916913947
731646,0.315584555754323
731662,0.270417923627685
731678,0.289462725975262
731694,0.28545889007979
731710,0.260933599143061
731726,0.242989621067683
731742,0.23642568260403
731758,0.238386422696388
731774,0.237971163957935
731790,0.237509508432006
731806,0.218636317165954
731822,0.200499153047835
731838,0.215876546299607
731854,0.203740333013895
731870,0.19325543062201
731886,0.188054035928144
731902,0.198306428995841
731918,0.210218402282454
731934,0.281026846354785
731947,0.243723010009533
731963,0.216894689103711
731979,0.288747511961722
731995,0.333271534772182
732011,0.366475990424896
732027,0.385657980378081
732043,0.32668526240115
732059,0.318329953421712
732075,0.304670351758794
732091,0.29043772334635
732107,0.288515618273141
732123,0.297034408602151
732139,0.284059481322865
732155,0.266687437305947
732171,0.235657650566488
732187,0.251134487717196
732203,0.23777848206839
732219,0.227342737497009
