evi_time,c1_mean_evi
737189,0.174122948501153
737205,0.167839682686383
737221,0.18233972855692
737237,0.189102837229384
737253,0.179861860322333
737269,0.175072924919392
737285,0.164862281052794
737301,0.153518902288949
737317,0.1576087247498
737333,0.155534952322362
737349,0.186824696904425
737365,0.187224680405384
737381,0.174787716438567
737397,0.183669764293188
737413,0.193259958824975
737426,0.196294738464384
737442,0.294645765056722
737458,0.331576027270483
737474,0.340137703352231
737490,0.351042916229397
737506,0.347164825590345
737522,0.317007324673722
737538,0.299453867514116
737554,0.258006208999353
737570,0.245681679835214
737586,0.228716896031526
737602,0.217610353745267
737618,0.204497508326138
737634,0.201566898697138
737650,0.193524819900253
737666,0.190210609091749
737682,0.178940750562768
737698,0.234591361747961
737714,0.250469323396261
737730,0.214177316982992
737746,0.264553171481254
737762,0.291616966153846
737778,0.267766227921457
737791,0.27287547111808
737807,0.249514242573647
737823,0.239930491904395
737839,0.231805766513057
737855,0.258853405128522
737871,0.230477963750693
737887,0.234932766848312
737903,0.218932292658943
737919,0.214552858461539
737935,0.198604887380438
737951,0.188592901120552
737967,0.182346410612371
737983,0.179922927684172
737999,0.168500049176297
738015,0.172366100129319
738031,0.155799364432926
738047,0.15755856421623
738063,0.155220124876969
738079,0.160884609931264
738095,0.148061428571428
738111,0.149458748922547
738127,0.143967091766011
738143,0.155316609741838
738157,0.172961216261964
738173,0.20802248181482
738189,0.240675292848335
738205,0.279238542854502
738221,0.277101445886912
738237,0.251024874704055
738253,0.277021504083835
738269,0.252175715078289
738285,0.261794073571582
738301,0.255575309745424
738317,0.244773074198417
738333,0.226663050837026
738349,0.223107567002705
738365,0.198595347192324
738381,0.185151209156359
738397,0.176818762481182
738413,0.171568259144184
738429,0.171333567829933
738445,0.152238839670235
738461,0.160298332768344
738477,0.161352858989352
738493,0.156753346045024
738509,0.170396962321698
738522,0.205065279615894
738538,0.178886080236461
738554,0.225593748846367
738570,0.27246962593823
738586,0.284787149633463
738602,0.267619094179504
738618,0.235517568731164
738634,0.231706004547969
738650,0.20502017028863
738666,0.206419700510424
738682,0.195120709202378
738698,0.180360467191924
738714,0.175164262173899
738730,0.164785834385489
738746,0.155781084329922
738762,0.151637863658777
738778,0.148392943386928
738794,0.154816151975122
738810,0.145003416177977
738826,0.153014455750848
738842,0.177763165201296
738858,0.218377224341619
738874,0.263366517609326
738887,0.336187530035117
738903,0.30370548411846
738919,0.350708443693347
738935,0.38433850395884
738951,0.337527964612682
738967,0.342660691437008
738983,0.32449947980793
738999,0.276081656658969
739015,0.278103458790194
739031,0.244725071593534
739047,0.238009348006517
739063,0.230008199802786
739079,0.216009259088817
739095,0.207625845462658
739111,0.203804450060094
739127,0.182003374838192
