date,evi
2000-02-18,0.221681282910484
2000-03-05,0.21595454980843
2000-03-21,0.20489154963104
2000-04-06,0.195394764957265
2000-04-22,0.21246534914361
2000-05-08,0.230809061566049
2000-05-24,0.262754358729401
2000-06-09,0.269653544152745
2000-06-25,0.294437373496844
2000-07-11,0.292056770585436
2000-07-27,0.299078888888889
2000-08-12,0.307850971103742
2000-08-28,0.300172335870599
2000-09-13,0.277081863679695
2000-09-29,0.250371372502379
2000-10-15,0.236008023809524
2000-10-31,0.232356173353971
2000-11-16,0.223434476167722
2000-12-02,0.26997497925803
2000-12-18,0.331332310814037
2001-01-01,0.405407038718929
2001-01-17,0.376975383153142
2001-02-02,0.327995375446961
2001-02-18,0.312467045454546
2001-03-06,0.315509397014925
2001-03-22,0.306620468395269
2001-04-07,0.36428824303313
2001-04-23,0.371230053731343
2001-05-09,0.361450315288519
2001-05-25,0.316092957072821
2001-06-10,0.286291628578301
2001-06-26,0.271919075630252
2001-07-12,0.257427239971175
2001-07-28,0.245893106749641
2001-08-13,0.23708117689186
2001-08-29,0.218160090974383
2001-09-14,0.210673090994925
2001-09-30,0.210908849135361
2001-10-16,0.232174247491639
2001-11-01,0.233606490872211
2001-11-17,0.232742499104905
2001-12-03,0.230244636678201
2001-12-19,0.279285138839232
2002-01-01,0.3246430355656
2002-01-17,0.280303895639743
2002-02-02,0.297262413381123
2002-02-18,0.340869738406658
2002-03-06,0.319034436376622
2002-03-22,0.263501372315035
2002-04-07,0.269221754721492
2002-04-23,0.234187113709581
2002-05-09,0.24252095487558
2002-05-25,0.257304310860975
2002-06-10,0.272184687052078
2002-06-26,0.276551391709473
2002-07-12,0.26105296912114
2002-07-28,0.26570416070577
2002-08-13,0.25341742135367
2002-08-29,0.23042566055701
2002-09-14,0.234532232591529
2002-09-30,0.205451845677542
2002-10-16,0.204490356118547
2002-11-01,0.249603088619625
2002-11-17,0.247211863398382
2002-12-03,0.240486279180562
2002-12-19,0.235009923845788
2003-01-01,0.229984109687463
2003-01-17,0.235867191413238
2003-02-02,0.240343340481296
2003-02-18,0.213319916913947
2003-03-06,0.315584555754323
2003-03-22,0.270417923627685
2003-04-07,0.289462725975262
2003-04-23,0.28545889007979
2003-05-09,0.260933599143061
2003-05-25,0.242989621067683
2003-06-10,0.23642568260403
2003-06-26,0.238386422696388
2003-07-12,0.237971163957935
2003-07-28,0.237509508432006
2003-08-13,0.218636317165954
2003-08-29,0.200499153047835
2003-09-14,0.215876546299607
2003-09-30,0.203740333013895
2003-10-16,0.19325543062201
