c2_evi_time,c2_mean_evi
730534,0.227861348973607
730550,0.216367908413087
730566,0.224718254078542
730582,0.211868578102839
730598,0.205500702341137
730614,0.215387616340634
730630,0.213385496268241
730646,0.201771785883204
730662,0.195006885951429
730678,0.196255757710847
730694,0.197666093249826
730710,0.183635484766851
730726,0.187009933774835
730742,0.175514166364978
730758,0.167808418622761
730774,0.162849727459814
730790,0.166408747951218
730806,0.177838711830469
730822,0.232072774548791
730838,0.254365990357013
730852,0.3051261792781
730868,0.270011704855884
730884,0.262464985807313
730900,0.267683239213286
730916,0.307340203548189
730932,0.305558801466912
730948,0.314167663770054
730964,0.299988055462746
730980,0.289777472038284
730996,0.260427726968548
731012,0.233180180431808
731028,0.22776846569437
731044,0.214151650063999
731060,0.204961811811811
731076,0.194846598696306
731092,0.184723110307414
731108,0.177913510118632
731124,0.179181641276549
731140,0.175485934977454
731156,0.183525708236999
731172,0.194053384546871
731188,0.191654415978191
731204,0.23642172871822
731217,0.302065805716192
731233,0.281637292525343
731249,0.335533874606579
731265,0.366143060310039
731281,0.306391657165106
731297,0.279304939990532
731313,0.261250256980136
731329,0.245751063829787
731345,0.226779311015419
731361,0.220251883751945
731377,0.221758287277397
731393,0.211129852159144
731409,0.205020978185355
731425,0.198273743529805
731441,0.186848617305977
731457,0.179144148003895
731473,0.188015187508714
731489,0.180905125851759
731505,0.180101923558723
731521,0.201278047016274
731537,0.211450204490443
731553,0.238801818131272
731569,0.231440778996604
731582,0.2175906115178
731598,0.244000411912052
731614,0.247044120753878
731630,0.230354327230295
731646,0.342241196742725
731662,0.279167374264275
731678,0.288271000752865
731694,0.302957870280197
731710,0.260992561638111
731726,0.236540385575589
731742,0.231117051114388
731758,0.212852658953107
731774,0.208626324738676
731790,0.214701231102712
731806,0.18600753887668
731822,0.17974646885592
731838,0.189766601763512
731854,0.17251724032303
731870,0.171543870429584
731886,0.168795872927407
731902,0.181971135369963
731918,0.185992234848485
731934,0.250339645332815
731947,0.235608459912091
731963,0.21775121055268
731979,0.235088524453347
731995,0.252086151489836
732011,0.268045389518216
732027,0.246790708604483
732043,0.239756971911522
732059,0.246830279749478
732075,0.242789992490196
732091,0.242413496966661
732107,0.239515011991744
732123,0.221038921254355
732139,0.220552816431036
732155,0.215182718111464
732171,0.196411279639319
732187,0.187587971560017
732203,0.188861584026252
732219,0.188723534645757
732235,0.171602252854358
732251,0.170713935613234
732267,0.167217627392528
732283,0.176991233250689
732299,0.213294333416952
732313,0.236908541370961
732329,0.273576820952435
732345,0.295893831114577
732361,0.295828004680448
732377,0.330016426745219
