c8_evi_time,c8_mean_evi
730534,0.243102632669984
730550,0.231887002487562
730566,0.222598548922056
730582,0.205167319651741
730598,0.216189904643449
730614,0.252541925787728
730630,0.255214241293532
730646,0.24588061774461
730662,0.266806478026534
730678,0.254577166252073
730694,0.258399512852404
730710,0.250130275704809
730726,0.236922740464345
730742,0.21640118159204
730758,0.198849253731343
730774,0.189437904228856
730790,0.190036733001659
730806,0.200352964344942
730822,0.263281996268657
730838,0.319250963930348
730852,0.392951026119402
730868,0.373722242951907
730884,0.319485551409619
730900,0.308743076285241
730916,0.289931135986733
730932,0.270578897180763
730948,0.330449098258707
730964,0.332311183665008
730980,0.31875456053068
730996,0.288887313432836
731012,0.253544371890547
731028,0.239797616086235
731044,0.226066220978441
731060,0.217563194444445
731076,0.215310561774461
731092,0.198193687810945
731108,0.191513349917081
731124,0.19580958747927
731140,0.237486245854063
731156,0.246575217661691
731172,0.257997730099503
731188,0.244907960199005
731204,0.299483519900497
731217,0.340090827114428
731233,0.290596859452736
731249,0.325781944444445
731265,0.356133374792703
731281,0.326732089552239
731297,0.268335354477612
731313,0.270199709784411
731329,0.229331187810945
731345,0.232014728441128
731361,0.247217599502487
731377,0.255879405058043
731393,0.252781944444444
731409,0.230009784411277
731425,0.22237622305141
731441,0.210330016583748
731457,0.194282628524046
731473,0.207123548922056
731489,0.189883830845771
731505,0.189487292703151
731521,0.241943604892205
731537,0.242551958955224
731553,0.223396724709785
731569,0.216548797678275
731582,0.224449253731343
731598,0.255017423300166
731614,0.24624438225539
731630,0.214907908374793
731646,0.320073341625207
731662,0.242944278606965
731678,0.281735737976783
731694,0.270364365671642
731710,0.252165391791044
731726,0.234133799751243
731742,0.222527891791045
731758,0.214785551409618
731774,0.206133416252073
731790,0.20231997305141
731806,0.187990174129353
731822,0.172735966003317
731838,0.189997833747927
731854,0.177777041873963
731870,0.18062001451078
731886,0.179266138059701
731902,0.188587572553897
731918,0.224697657545605
731934,0.309823237976783
731947,0.253318698175788
731963,0.227005047678275
731979,0.296397305140962
731995,0.337531861525705
732011,0.349896009535655
732027,0.373801264510779
732043,0.309378783167496
732059,0.307753793532338
732075,0.303475020729685
732091,0.287389054726369
732107,0.27777964344942
732123,0.282757234660033
732139,0.264678171641791
732155,0.243168521973466
732171,0.215673279436153
732187,0.231118781094528
732203,0.228086929933665
732219,0.225066780679933
732235,0.22198120854063
732251,0.21264379145937
732267,0.226830483001659
732283,0.247536546434494
732299,0.29223800787728
732313,0.310538588308457
732329,0.368667526948591
732345,0.438696507048093
732361,0.386339883913765
732377,0.383196299751243
732393,0.409258198590381
732409,0.393985613598674
732425,0.393003410033167
